County Name,Priority Area Number,Priority Area,Focus Area Number,Focus Area,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count/Rate,Average Number of Denominator/Rate,Measure Unit,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Quartile,2024 Objective,Objective Region,Data Years,Date Source
Broome,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,125632,165422,Percent,75.9,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Cattaraugus,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,27845,45702,Percent,60.9,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Cayuga,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,151,51536,Percent,0.3,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Chautauqua,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,50690,109128,Percent,46.5,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Chemung,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,69580,81566,Percent,85.3,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Chenango,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,8700,21107,Percent,41.2,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Clinton,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,37191,57562,Percent,64.6,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Columbia,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,27239,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Cortland,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,1107,34846,Percent,3.2,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Delaware,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,8913,20920,Percent,42.6,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Dutchess,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,218,202973,Percent,0.1,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Erie,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,961328,975471,Percent,98.6,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Essex,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,34297,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Franklin,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,980,29470,Percent,3.3,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Fulton,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,18601,32765,Percent,56.8,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Genesee,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,36815,43509,Percent,84.6,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Greene,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,1700,28152,Percent,6,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Hamilton,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,90,4728,Percent,1.9,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Herkimer,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,2209,37602,Percent,5.9,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Jefferson,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,80440,112555,Percent,71.5,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Lewis,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,320,11492,Percent,2.8,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Livingston,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,24997,52764,Percent,47.4,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Madison,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,6438,28540,Percent,22.6,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Monroe,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,748709,748880,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Montgomery,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,34508,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Nassau,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,1342903,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Niagara,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,230212,230212,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Oneida,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,132372,195960,Percent,67.6,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Onondaga,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,602217,609047,Percent,98.9,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Ontario,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,61970,89755,Percent,69,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Orange,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,116862,321750,Percent,36.3,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Orleans,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,38356,39031,Percent,98.3,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Oswego,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,59442,76515,Percent,77.7,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Otsego,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,19379,30248,Percent,64.1,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Putnam,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,90,36496,Percent,0.2,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Rensselaer,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,97444,114091,Percent,85.4,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Rockland,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,302781,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
St. Lawrence,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,41593,63180,Percent,65.8,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Saratoga,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,70839,173105,Percent,40.9,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Schenectady,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,96908,143122,Percent,67.7,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Schoharie,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,8396,11959,Percent,70.2,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Schuyler,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,6628,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Seneca,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,213,24750,Percent,0.9,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Steuben,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,15011,52614,Percent,28.5,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Suffolk,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,1367815,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Sullivan,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,8000,49090,Percent,16.3,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Tioga,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,2754,24692,Percent,11.2,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Tompkins,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,97598,Percent,0,,,Unstable Estimate,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Ulster,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,3293,96131,Percent,3.4,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Warren,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,90,50460,Percent,0.2,,,,< 3.2 : Q1,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Washington,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,8500,33754,Percent,25.2,,,,3.2 -< 44.6 : Q2,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Wayne,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,68446,82104,Percent,83.4,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Westchester,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,829875,962010,Percent,86.3,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Wyoming,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,15827,21977,Percent,72,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Yates,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,10997,13732,Percent,80.1,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Bronx,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,1396407,1396407,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Kings,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,2540659,2540659,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
New York,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,1607017,1607017,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Queens,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,2254961,2254961,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Richmond,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,471956,471956,Percent,100,,,,44.6+ : Q3 - Q4,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Long Island,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,0,2710718,Percent,0,,,Unstable Estimate,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
New York City,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,8271000,8271000,Percent,100,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Mid-Hudson,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,958338,1971231,Percent,48.6,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Capital Region,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,306635,786321,Percent,39,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Mohawk Valley,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,48585,147082,Percent,33,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
North Country,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,46851,210271,Percent,22.3,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Tug Hill Seaway,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,122353,187227,Percent,65.4,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Central NY,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,801727,996444,Percent,80.5,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Southern Tier,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,145999,329739,Percent,44.3,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Finger Lakes,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,999923,1152793,Percent,86.7,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Western NY,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,1367763,1495013,Percent,91.5,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
New York State (excluding NYC),3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,4798174,9986839,Percent,48,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
New York State,3,"Promote Healthy Women, Infants, and Children",3,Child & Adolescent Health,38,pa67_0,Percentage of residents served by community water systems that have optimally fluoridated water,13069174,18257839,Percent,71.6,,,,,77.5,New York State,2023,"Safe Drinking Water Information System (SDWIS), data as of December 2023"
Albany,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,61.9,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Allegany,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54.4,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Broome,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,52.9,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Cattaraugus,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,50.7,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Cayuga,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,51,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Chautauqua,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,50.4,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Chemung,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,50.5,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Chenango,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,51.3,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Clinton,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,57,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Columbia,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54.3,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Cortland,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.1,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Delaware,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.2,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Dutchess,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,57.4,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Erie,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,55.3,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Essex,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,57,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Franklin,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,50.8,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Fulton,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,47.7,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Genesee,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54.9,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Greene,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,49.6,,,,< 51.3 : Q1,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Hamilton,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,,,,,Data Not Available (N/A)/Data suppressed (s),59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Herkimer,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,52.8,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Jefferson,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,54,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Lewis,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,52.8,,,,51.3 -< 54.9 : Q2,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
Livingston,4,Promote Well-Being and Prevent Mental and Substance Use Disorders,1,Promote Well-Being,39,pa68_0,Opportunity Index Score,,,Percent,56.8,,,,54.9+ : Q3 - Q4,59.2,New York State,2023,"Child Trends and Opportunity Nation with data from Opportunity Index and American Community Survey, data as of September 2024"
